Name,Ticker,<date>,<open>,<high>,<low>,<close>,<vol>
Chemocentryx Inc,CCXI,20200911,47.87,49.59,47.515,48.07,456100
Victory US Eqty Income Ehnd Vol Wtd ETF,CDC,20200911,47.58,47.8296,47.4597,47.77,25500
Centennial Resource Development Inc,CDEV,20200911,0.55,0.5515,0.525,0.5271,5055900
Cdk Global Inc,CDK,20200911,44.06,44.34,43.22,43.83,717200
Victory US Largecap HI Div Vol Wtd ETF,CDL,20200911,40.49,40.8939,40.48,40.7895,11800
Cardlytics Inc,CDLX,20200911,69.85,69.85,65.5,66.24,399800
Avid Bioservices Inc,CDMO,20200911,7.35,7.43,7.07,7.18,513600
Avid Bioservices Inc,CDMOP,20200911,26.04,27.49,25.8,27.2379,9100
Caredx Inc,CDNA,20200911,33.57,34.4,32.9,33.05,282400
Cadence Design Sys,CDNS,20200911,102.91,103.81,100.27,101.51,1167700
Cidara Thera,CDTX,20200911,2.9,3.35,2.87,3.16,687900
CDW Corp,CDW,20200911,109.25,111.55,109.05,111.32,1073700
Chromadex Corp CS,CDXC,20200911,4.45,4.4967,4.37,4.39,172600
Codexis Inc,CDXS,20200911,11.7,11.81,11.29,11.41,264900
Cadiz Inc,CDZI,20200911,10.02,10.11,9.93,10.025,196000
C E C O Envir,CECE,20200911,8.1,8.29,8.01,8.05,54000
Celcuity Inc,CELC,20200911,5.31,5.3299,5.15,5.15,2600
Celsius Holdings Inc,CELH,20200911,20.92,21.0644,19.92,20.62,475300
Chembio Diagnostics,CEMI,20200911,4.16,4.16,4.01,4.12,1446600
Central Garden,CENT,20200911,40.84,41.04,40.09,40.23,72800
Central Garden & Pet,CENTA,20200911,36.97,37.26,36.43,36.57,172100
Century Aluminum C,CENX,20200911,9.65,10.02,9.59,9.69,685000
Cerecor Inc,CERC,20200911,2.57,2.65,2.53,2.58,260900
Cerner Corp,CERN,20200911,70,71.4,69.94,70.95,1844300
Cerus Corp,CERS,20200911,6.06,6.28,6.06,6.17,1165000
Central EUR Med A,CETV,20200911,4.32,4.34,4.28,4.32,147700
Cemtrex Inc,CETX,20200911,1.13,1.14,1.1,1.13,533000
Cemtrex Inc Series 1 Pfd,CETXP,20200911,1.85,1.85,1.85,1.85,200
Cemtrex Inc Series 1 WT,CETXW,20200911,0.0552,0.0599,0.0552,0.0573,33100
Ceva Inc,CEVA,20200911,37.94,38.35,36.97,37.18,88000
Victoryshares Emerging Market High Div Vol Wtd E,CEY,20200911,19.37,19.4058,19.29,19.3446,6400
Victory EM Vol Wtd ETF,CEZ,20200911,23.5036,23.5036,23.34,23.3966,2400
Victory US 500 Vol ETF,CFA,20200911,53.84,54.141,53.464,53.89,59100
Crossfirst Bankshares Inc,CFB,20200911,9.42,9.55,9.27,9.36,140300
Community First Bancshares Inc,CFBI,20200911,7.7932,7.8441,7.7601,7.82,1900
Central Fed Cp,CFBK,20200911,10.99,11.245,10.9,11,4200
Cf Finance Acquisition Corp Cl A,CFFA,20200911,10.25,10.38,10.25,10.345,634100
Cf Finance Acquisition Corp Unit,CFFAU,20200911,11.15,11.15,11.15,11.15,500
Cf Finance Acquisition Corp WT,CFFAW,20200911,1.15,1.24,1.02,1.2,73400
C&F Financial Corp,CFFI,20200911,31.4,31.4,30,30,3400
Capitol Fed Finl Inc,CFFN,20200911,9.26,9.33,9.17,9.18,501500
Cf Finance Acquisition Corp. II,CFIIU,20200911,10.04,10.04,10.025,10.025,9700
Conformis Inc CS,CFMS,20200911,0.7152,0.74,0.6925,0.7272,92700
Victory US 500 Ehnd Vol Wtd ETF,CFO,20200911,53.93,54.1674,53.5,53.93,18100
Contrafect,CFRX,20200911,5.48,5.615,5.28,5.39,124200
The Carlyle Group,CG,20200911,25.54,25.91,25.13,25.17,1286100
Tcg Bdc Inc,CGBD,20200911,9.15,9.24,9.08,9.19,116200
Compugen Ltd,CGEN,20200911,15.1,15.86,14.945,15.6,1602800
Cancer Genetics Inc,CGIX,20200911,4.88,4.9642,4.55,4.55,88100
Cognex Cp,CGNX,20200911,63.17,63.53,61.6201,62.21,595700
Calamos Glb Ttl Rtn,CGO,20200911,12.64,12.64,12.3548,12.375,22900
Collective Growth Corporation Cl A,CGRO,20200911,9.86,9.86,9.79,9.79,663400
Collective Growth Corp,CGROU,20200911,10.05,10.14,10,10.05,154300
Collective Growth Corporation WT,CGROW,20200911,0.84,0.89,0.702,0.702,63800
Comstock Hlds Cos,CHCI,20200911,2.26,2.27,2.2,2.25,16300
City Holding Company,CHCO,20200911,60.83,61.03,60.21,60.5,35900
Churchill Downs IN,CHDN,20200911,171.98,172.715,162.44,163.32,230900
The Chefs Warehouse,CHEF,20200911,17.41,17.4169,16.2,16.6,1076600
Check-Cap Ltd Ord,CHEK,20200911,0.355,0.36,0.3381,0.356,1510600
Check-Cap Ltd Series C WT,CHEKZ,20200911,0.039,0.04,0.0313,0.04,53900
Chf Solutions Inc,CHFS,20200911,0.3327,0.3346,0.307,0.3222,4074500
Calamos Cv Opp & Inc,CHI,20200911,11.23,11.27,11.06,11.15,270200
Check Point Software,CHKP,20200911,118.8,119.46,116.89,118.27,1101100
Chiasma Inc,CHMA,20200911,5.41,5.54,5.34,5.44,303800
Chemung Financial Cp,CHMG,20200911,30.65,30.71,28.72,28.72,2800
Loncar China Biopharma ETF,CHNA,20200911,30.13,30.27,29.941,30.077,2300
Change Healthcare Inc,CHNG,20200911,14.45,14.55,14.11,14.32,3019100
Change Healthcare Inc Tangible Equity Units,CHNGU,20200911,53.4,53.44,52.91,53.37,241900
China Natural Res,CHNR,20200911,1.09,1.11,1.0699,1.09,665500
Chp Merger Corp. Cl A,CHPM,20200911,10.11,10.24,10.05,10.14,332100
Chp Merger Corp. WT,CHPMW,20200911,1.1,1.2,1.1,1.17,25200
Coherus Bio,CHRS,20200911,18.34,18.84,17.93,18.23,535100
C.H. Robinson Ww,CHRW,20200911,98.62,99.54,97.79,98.66,1259500
CHS B Cum Pfd Srs 4,CHSCL,20200911,28.44,28.69,28.31,28.41,14500
CHS Pfd Clb Ser3,CHSCM,20200911,26.7,26.79,26.49,26.6,13000
CHS Inc Pfd B Srs 2,CHSCN,20200911,27.3,27.3,26.86,27.02,6200
CHS Inc Cl B Pfd,CHSCO,20200911,28.1599,28.19,28.0063,28.19,17200
CHS Inc,CHSCP,20200911,29.23,29.26,29.12,29.25,3500
Charter Communicatio,CHTR,20200911,606.59,608.565,597.8,601.52,860400
Chuy's Holdings Inc,CHUY,20200911,23.92,23.95,21.09,21.8,303400
Calamos Gbl Dyn Inc,CHW,20200911,8.22,8.2523,8.0812,8.17,213600
Calamos Cv & High IN,CHY,20200911,11.92,11.96,11.69,11.74,294200
Nasdaq Cybersecurity ETF FT,CIBR,20200911,34.4,34.5318,33.5,33.93,421500
Victory Intl HI Div Vol Wtd ETF,CID,20200911,26.8067,26.86,26.66,26.7798,4100
Cinedigm Corp,CIDM,20200911,0.71,1.16,0.64,0.9087,100852000
Colliers Intl Grp IN,CIGI,20200911,66.71,66.71,64.88,65.36,91400
China Index Holdings Ltd,CIH,20200911,1.58,1.6,1.52,1.52,60200
Ciig Merger Corp Cl A,CIIC,20200911,10.06,10.096,10.06,10.0727,2400
Ciig Merger Corp. Units,CIICU,20200911,10.7,10.7,10.7,10.7,100
Ciig Merger Corp. Warrants,CIICW,20200911,0.94,1,0.94,0.99,8000
Cincinnati Financial,CINF,20200911,77.13,77.84,76.09,76.92,682100
Civista Bncshrs,CIVB,20200911,13.27,13.4549,13.02,13.22,33000
Victory Dev Enhd Vol Wtd ETF,CIZ,20200911,28.29,28.33,28.15,28.25,7900
Citizens Hld Company,CIZN,20200911,20.58,20.58,20,20,3200
China Jojo Drugstore,CJJD,20200911,0.99,1,0.9401,0.965,136300
Checkpoint Therapeutics Inc,CKPT,20200911,2.98,3.83,2.91,3.32,13513500
Clarus Corp,CLAR,20200911,13.54,13.58,13.325,13.38,87700
Columbia Financial Inc,CLBK,20200911,10.87,11.34,10.73,11.22,346600
Caladrius Bio,CLBS,20200911,1.85,2.03,1.76,1.95,834300
Collectors Universe,CLCT,20200911,46.34,48.68,46.34,47.35,125000
Cortland Bncp Crtld Ohio,CLDB,20200911,18.25,18.25,17.02,17.85,17100
Celldex Therapeutics,CLDX,20200911,11.72,12.25,11.72,12.01,311900
China Liberal Education Holdings Limited,CLEU,20200911,6.43,7,6.4,6.69,8900
Clearfield Inc,CLFD,20200911,21.47,21.47,20.75,21.08,113500
Collplant Biotechnologies Ltd,CLGN,20200911,9,9.1,8.67,9.1,14300
Clearsign Combustion,CLIR,20200911,2.18,2.32,2.18,2.27,73100
Cellectis S.A. ADR,CLLS,20200911,17.14,17.62,17.14,17.45,119500
Calumet Specialty Pr,CLMT,20200911,2.37,2.42,2.355,2.39,97800
